연번,시도명,시군구명,소재지지번주소,횡단보도관리번호,횡단보도종류,고원식횡단보도유무,경도,위도,보행등유무,음향신호기설치여부,보행자작동신호기유무,데이터기준일자
11091,서울특별시,구로구,구로구 구로동 509-6 도,06-0000023043,이단(화살표있음),N,37.49779577,126.8846817,Y,Y,N,2026-03-20
11092,서울특별시,구로구,구로구 구로동 511-2 도,06-0000023048,이단(화살표있음),N,37.49771256,126.8845129,Y,Y,N,2026-03-20
11332,서울특별시,구로구,구로구 구로동 772도,06-0000005296,이단(화살표있음),N,37.48873773,126.8902953,Y,Y,N,2026-03-20
11093,서울특별시,구로구,구로구 구로동 511-59도,06-0000027317,일단(화살표없음),N,37.49770363,126.8847272,N,N,N,2026-03-20
11094,서울특별시,구로구,구로구 구로동 511-59도,06-0000025943,일단(화살표있음),N,37.49763247,126.8850131,N,N,N,2026-03-20
11095,서울특별시,구로구,구로구 구로동 511-59도,06-0000023047,일단(화살표없음),N,37.49780011,126.884493,N,N,N,2026-03-20
11096,서울특별시,구로구,구로구 구로동 528-5도,06-0000004815,이단(화살표있음),-,37.49945125,126.8875337,Y,N,N,2026-03-20
11097,서울특별시,구로구,구로구 구로동 528-5도,06-0000032252,일단(화살표없음),-,37.49940724,126.8872602,N,N,N,2026-03-20
11098,서울특별시,구로구,구로구 구로동 528-5도,06-0000032253,일단(화살표없음),-,37.4995753,126.8875281,N,N,N,2026-03-20
11099,서울특별시,구로구,구로구 구로동 528-5도,06-0000054003,일단(화살표없음),N,37.49874524,126.8860901,N,N,N,2026-03-20
11100,서울특별시,구로구,구로구 구로동 547-26대,06-0000032251,이단(화살표있음),-,37.4991206,126.8867681,N,N,N,2026-03-20
11101,서울특별시,구로구,구로구 구로동 552-102도,06-0000024828,일단(화살표없음),N,37.50428174,126.8874263,N,N,N,2026-03-20
11102,서울특별시,구로구,구로구 구로동 552-102도,06-0000006215,이단(화살표있음),N,37.50434836,126.887887,Y,Y,N,2026-03-20
11103,서울특별시,구로구,구로구 구로동 552-102도,06-0000006214,일단(화살표없음),Y,37.50449722,126.8877997,N,N,N,2026-03-20
11104,서울특별시,구로구,구로구 구로동 552-102도,06-0000024824,이단(화살표있음),N,37.50437474,126.8876342,Y,Y,N,2026-03-20
11105,서울특별시,구로구,구로구 구로동 552-102도,06-0000024827,이단(화살표있음),N,37.50417783,126.8875627,Y,Y,N,2026-03-20
11106,서울특별시,구로구,구로구 구로동 552-11 도,06-0000035060,일단(화살표없음),-,37.50249038,126.8861993,N,N,N,2026-03-20
11107,서울특별시,구로구,구로구 구로동 557-35 장,06-0000054185,일단(화살표없음),-,37.50397052,126.8858528,N,N,N,2026-03-20
11108,서울특별시,구로구,구로구 구로동 557-3대,06-0000054186,일단(화살표없음),-,37.50403999,126.8859604,N,N,N,2026-03-20
11109,서울특별시,구로구,구로구 구로동 557-62 도,06-0000035056,일단(화살표없음),-,37.50318777,126.8857996,Y,Y,N,2026-03-20
11110,서울특별시,구로구,구로구 구로동 557-62 도,06-0000026659,이단(화살표있음),N,37.50331529,126.8858569,Y,Y,N,2026-03-20
11111,서울특별시,구로구,구로구 구로동 557-62 도,06-0000026657,일단(화살표없음),N,37.50283608,126.8850702,N,N,N,2026-03-20
11112,서울특별시,구로구,구로구 구로동 558-2도,06-0000054187,이단(화살표있음),-,37.50417305,126.8860282,N,N,N,2026-03-20
11113,서울특별시,구로구,구로구 구로동 558-2도,06-0000005850,이단(화살표있음),-,37.50395017,126.8857082,N,N,N,2026-03-20
11114,서울특별시,구로구,구로구 구로동 56-2제,06-0000034162,일단(화살표있음),-,37.49747271,126.8917918,N,N,N,2026-03-20
11115,서울특별시,구로구,구로구 구로동 560-22 도,06-0000026656,일단(화살표없음),N,37.5030031,126.8850238,Y,Y,N,2026-03-20
11116,서울특별시,구로구,구로구 구로동 560-6도,06-0000054183,일단(화살표없음),-,37.50363171,126.8853529,N,N,N,2026-03-20
11117,서울특별시,구로구,구로구 구로동 566-16 도,06-0000031383,일단(화살표없음),N,37.50235362,126.88346,N,N,N,2026-03-20
11118,서울특별시,구로구,구로구 구로동 568-2 도,06-0000031381,이단(화살표있음),N,37.50236437,126.8837086,Y,Y,N,2026-03-20
11119,서울특별시,구로구,구로구 구로동 570-188 도,06-0000052548,이단(화살표있음),N,37.50286048,126.8849184,Y,Y,N,2026-03-20
11120,서울특별시,구로구,구로구 구로동 570-78 도,06-0000031379,일단(화살표없음),N,37.50260217,126.8844843,N,N,N,2026-03-20
11121,서울특별시,구로구,구로구 구로동 572-8대,06-0000027541,일단(화살표없음),N,37.50045081,126.8835435,N,N,N,2026-03-20
11122,서울특별시,구로구,구로구 구로동 573대,06-0000005768,이단(화살표있음),-,37.49762583,126.8825007,Y,Y,N,2026-03-20
11123,서울특별시,구로구,구로구 구로동 588대,06-0000038424,일단(화살표없음),N,37.50361818,126.8810319,N,N,N,2026-03-20
11124,서울특별시,구로구,구로구 구로동 596-2도,06-0000005516,이단(화살표있음),N,37.50127228,126.8774695,Y,Y,N,2026-03-20
11125,서울특별시,구로구,구로구 구로동 596-2도,06-0000035326,이단(화살표있음),N,37.50284083,126.8799542,Y,Y,N,2026-03-20
11126,서울특별시,구로구,구로구 구로동 596-2도,06-0000040368,이단(화살표있음),N,37.50303792,126.8799462,Y,Y,N,2026-03-20
11127,서울특별시,구로구,구로구 구로동 602-10도,06-0000037000,일단(화살표없음),N,37.50269511,126.8798101,N,N,N,2026-03-20
11128,서울특별시,구로구,구로구 구로동 603-26도,06-0000038996,일단(화살표없음),N,37.5031682,126.8798176,N,N,N,2026-03-20
11129,서울특별시,구로구,구로구 구로동 603-26도,06-0000004848,일단(화살표없음),-,37.50387925,126.8808345,N,N,N,2026-03-20
11130,서울특별시,구로구,구로구 구로동 603-7 도,06-0000037001,일단(화살표없음),N,37.5029424,126.8801253,N,N,N,2026-03-20
11131,서울특별시,구로구,구로구 구로동 604-15 도,06-0000049193,일단(화살표없음),N,37.50375444,126.8786505,N,N,N,2026-03-20
11132,서울특별시,구로구,구로구 구로동 604-15 도,06-0000005638,일단(화살표없음),N,37.50558453,126.876463,N,N,N,2026-03-20
11133,서울특별시,구로구,구로구 구로동 604-15 도,06-0000005637,이단(화살표없음),N,37.50556994,126.8766888,Y,Y,N,2026-03-20
11134,서울특별시,구로구,구로구 구로동 604-15 도,06-0000049234,일단(화살표없음),N,37.50390787,126.8788592,N,N,N,2026-03-20
11135,서울특별시,구로구,구로구 구로동 604-15 도,06-0000004851,이단(화살표있음),-,37.50438568,126.8780866,Y,N,N,2026-03-20
11136,서울특별시,구로구,구로구 구로동 604-15 도,06-0000054159,일단(화살표없음),-,37.50438378,126.8779029,N,N,N,2026-03-20
11137,서울특별시,구로구,구로구 구로동 604-15 도,06-0000022953,이단(화살표있음),-,37.5044646,126.8777975,N,N,N,2026-03-20
11138,서울특별시,구로구,구로구 구로동 604-15 도,06-0000034415,일단(화살표없음),-,37.50455704,126.8780832,N,N,N,2026-03-20
11139,서울특별시,구로구,구로구 구로동 604-15 도,06-0000034164,일단(화살표없음),-,37.50298126,126.8795107,N,N,N,2026-03-20
11140,서울특별시,구로구,구로구 구로동 604-15도,06-0000034416,일단(화살표없음),-,37.50395317,126.8788051,N,N,N,2026-03-20
11141,서울특별시,구로구,구로구 구로동 604-15도,06-0000034417,일단(화살표없음),-,37.50381008,126.8785982,N,N,N,2026-03-20
11142,서울특별시,구로구,구로구 구로동 609-33 도,06-0000024344,일단(화살표있음),N,37.50246242,126.876195,N,N,N,2026-03-20
11143,서울특별시,구로구,구로구 구로동 61 도,06-0000051003,일단(화살표없음),N,37.50062165,126.8890311,N,N,N,2026-03-20
11144,서울특별시,구로구,구로구 구로동 61 도,06-0000010633,이단(화살표없음),-,37.50224019,126.8887875,N,N,N,2026-03-20
11145,서울특별시,구로구,구로구 구로동 61 도,06-0000046208,이단(화살표있음),N,37.50199429,126.8883013,N,N,N,2026-03-20
11146,서울특별시,구로구,구로구 구로동 61 도,06-0000005436,일단(화살표없음),N,37.50015264,126.8883664,N,N,N,2026-03-20
11147,서울특별시,구로구,구로구 구로동 61 도,06-0000005437,이단(화살표있음),N,37.5004964,126.8892304,Y,Y,N,2026-03-20
11148,서울특별시,구로구,구로구 구로동 61 도,06-0000032249,일단(화살표없음),-,37.49888654,126.8867753,N,N,N,2026-03-20
11149,서울특별시,구로구,구로구 구로동 61 도,06-0000032250,이단(화살표있음),-,37.49904571,126.8870424,N,N,N,2026-03-20
11150,서울특별시,구로구,구로구 구로동 61-2 도,06-0000032254,일단(화살표없음),-,37.49965072,126.8876615,N,N,N,2026-03-20
11151,서울특별시,구로구,구로구 구로동 61-2 도,06-0000032255,일단(화살표없음),-,37.49944175,126.8877349,N,N,N,2026-03-20
11152,서울특별시,구로구,구로구 구로동 61-2 도,06-0000026884,일단(화살표없음),N,37.49967196,126.8881672,N,N,N,2026-03-20
11153,서울특별시,구로구,구로구 구로동 61-2 도,06-0000005435,이단(화살표있음),N,37.50032802,126.8891969,Y,Y,N,2026-03-20
11154,서울특별시,구로구,구로구 구로동 61-2 도,06-0000055624,이단(화살표있음),N,37.50045527,126.8894419,Y,Y,N,2026-03-20
11155,서울특별시,구로구,구로구 구로동 61-2 도,06-0000005445,이단(화살표있음),N,37.50074565,126.8899991,Y,Y,N,2026-03-20
11156,서울특별시,구로구,구로구 구로동 610-10 도,06-0000028968,일단(화살표없음),N,37.50476078,126.8759762,N,N,N,2026-03-20
11157,서울특별시,구로구,구로구 구로동 610-10 도,06-0000040833,일단(화살표없음),N,37.50434899,126.876622,N,N,N,2026-03-20
11158,서울특별시,구로구,구로구 구로동 611-26 대,06-0000040834,일단(화살표없음),N,37.50417376,126.8772835,N,N,N,2026-03-20
11159,서울특별시,구로구,구로구 구로동 611-9도,06-0000048324,일단(화살표없음),-,37.50488948,126.8759122,N,N,N,2026-03-20
11160,서울특별시,구로구,구로구 구로동 614-30구,06-0000048289,일단(화살표없음),N,37.50268567,126.8749182,N,N,N,2026-03-20
11161,서울특별시,구로구,구로구 구로동 614-55 도,06-0000050581,일단(화살표없음),N,37.50661755,126.8752799,N,N,N,2026-03-20
11162,서울특별시,구로구,구로구 구로동 615-9 도,06-0000048325,일단(화살표없음),N,37.50490569,126.8757074,N,N,N,2026-03-20
11163,서울특별시,구로구,구로구 구로동 618-5도,06-0000005517,일단(화살표없음),N,37.50102095,126.8774041,N,N,N,2026-03-20
11164,서울특별시,구로구,구로구 구로동 619-1 도,06-0000019307,이단(화살표있음),N,37.50245028,126.8760087,N,N,N,2026-03-20
11165,서울특별시,구로구,구로구 구로동 620-3도,06-0000005515,이단(화살표있음),N,37.50132675,126.8771331,Y,Y,N,2026-03-20
11166,서울특별시,구로구,구로구 구로동 620-40천,06-0000005512,일단(화살표없음),N,37.50193516,126.8766795,N,N,N,2026-03-20
11167,서울특별시,구로구,구로구 구로동 621-12천,06-0000006595,이단(화살표없음),N,37.49915374,126.8717169,Y,Y,N,2026-03-20
11168,서울특별시,구로구,구로구 구로동 621-9천,06-0000006594,이단(화살표있음),-,37.49865377,126.8715761,Y,Y,N,2026-03-20
11169,서울특별시,구로구,구로구 구로동 63 도,06-0000026054,일단(화살표없음),N,37.49954397,126.8904597,N,N,N,2026-03-20
11170,서울특별시,구로구,구로구 구로동 63 도,06-0000010497,일단(화살표없음),N,37.49840996,126.8910276,N,N,N,2026-03-20
11171,서울특별시,구로구,구로구 구로동 63 도,06-0000055669,일단(화살표없음),N,37.49872643,126.8905962,N,N,N,2026-03-20
11172,서울특별시,구로구,구로구 구로동 63 도,06-0000005448,이단(화살표있음),N,37.49967992,126.8898941,Y,N,N,2026-03-20
11173,서울특별시,구로구,구로구 구로동 63 도,06-0000026055,일단(화살표없음),N,37.49964214,126.8906436,N,N,N,2026-03-20
11174,서울특별시,구로구,구로구 구로동 63 도,06-0000026050,일단(화살표없음),N,37.49994173,126.8895961,N,N,N,2026-03-20
11175,서울특별시,구로구,구로구 구로동 63 도,06-0000005449,이단(화살표있음),N,37.49845911,126.8909005,N,N,N,2026-03-20
11176,서울특별시,구로구,구로구 구로동 63 도,06-0000010498,일단(화살표없음),N,37.49937227,126.8902361,N,N,N,2026-03-20
11177,서울특별시,구로구,구로구 구로동 63 도,06-0000005438,이단(화살표있음),N,37.50029298,126.8894107,Y,Y,N,2026-03-20
11178,서울특별시,구로구,구로구 구로동 63 도,06-0000055444,일단(화살표없음),N,37.49960283,126.8898811,N,N,N,2026-03-20
11179,서울특별시,구로구,구로구 구로동 63 도,06-0000005501,이단(화살표있음),N,37.49757875,126.8916088,N,N,N,2026-03-20
11180,서울특별시,구로구,구로구 구로동 63-1 도,06-0000040511,일단(화살표없음),N,37.49746617,126.8915049,N,N,N,2026-03-20
11181,서울특별시,구로구,구로구 구로동 63-1 도,06-0000028012,일단(화살표있음),N,37.49639123,126.8888018,N,N,N,2026-03-20
11182,서울특별시,구로구,구로구 구로동 63-1 도,06-0000028011,일단(화살표있음),N,37.4966287,126.8886063,N,N,N,2026-03-20
11183,서울특별시,구로구,구로구 구로동 63-1 도,06-0000010505,일단(화살표없음),N,37.49615288,126.8889741,N,N,N,2026-03-20
11184,서울특별시,구로구,구로구 구로동 63-1 도,06-0000028010,일단(화살표없음),N,37.4959604,126.8891006,N,N,N,2026-03-20
11185,서울특별시,구로구,구로구 구로동 63-1 도,06-0000046209,일단(화살표없음),N,37.49623629,126.8894212,N,N,N,2026-03-20
11186,서울특별시,구로구,구로구 구로동 63-1 도,06-0000005500,일단(화살표있음),N,37.49736709,126.8914801,N,N,N,2026-03-20
11187,서울특별시,구로구,구로구 구로동 63-1 도,06-0000025533,일단(화살표없음),N,37.49673421,126.8902521,N,N,N,2026-03-20
11188,서울특별시,구로구,구로구 구로동 63-1 도,06-0000010506,일단(화살표없음),N,37.49615509,126.8891408,N,N,N,2026-03-20
11189,서울특별시,구로구,구로구 구로동 63-1 도,06-0000025532,일단(화살표없음),N,37.49680357,126.8903908,N,N,N,2026-03-20
11190,서울특별시,구로구,구로구 구로동 63-1 도,06-0000026741,일단(화살표없음),N,37.49671783,126.8903676,N,N,N,2026-03-20
11191,서울특별시,구로구,구로구 구로동 63-1 도,06-0000015598,일단(화살표없음),N,37.49682794,126.8902848,N,N,N,2026-03-20
11192,서울특별시,구로구,구로구 구로동 63-1 도,06-0000046210,일단(화살표없음),N,37.49731413,126.8899007,N,N,N,2026-03-20
11193,서울특별시,구로구,구로구 구로동 635-14도,06-0000023514,이단(화살표있음),-,37.49979302,126.8745159,Y,Y,N,2026-03-20
11194,서울특별시,구로구,구로구 구로동 635-19도,06-0000006596,이단(화살표있음),N,37.49908963,126.8720202,Y,Y,N,2026-03-20
11195,서울특별시,구로구,구로구 구로동 635-19도,06-0000006597,이단(화살표있음),N,37.49908203,126.8722131,Y,Y,N,2026-03-20
11196,서울특별시,구로구,구로구 구로동 635-22도,06-0000006593,이단(화살표있음),N,37.49860779,126.8719157,Y,Y,N,2026-03-20
11197,서울특별시,구로구,구로구 구로동 635-32대,06-0000005519,일단(화살표없음),-,37.49931757,126.873268,N,N,N,2026-03-20
11198,서울특별시,구로구,구로구 구로동 635-4도,06-0000023513,이단(화살표있음),N,37.4996873,126.8745961,Y,Y,N,2026-03-20
11199,서울특별시,구로구,구로구 구로동 635-4도,06-0000023512,이단(화살표있음),N,37.49960974,126.8746594,Y,Y,N,2026-03-20
11200,서울특별시,구로구,구로구 구로동 636-34도,06-0000005518,일단(화살표없음),-,37.50022597,126.876036,N,N,N,2026-03-20
11201,서울특별시,구로구,구로구 구로동 636-91 도,06-0000038770,일단(화살표없음),Y,37.49885955,126.8731862,N,N,N,2026-03-20
11202,서울특별시,구로구,구로구 구로동 636-92 도,06-0000037567,일단(화살표없음),Y,37.49766781,126.8717249,N,N,N,2026-03-20
11203,서울특별시,구로구,구로구 구로동 64 도,06-0000049074,일단(화살표없음),N,37.49727241,126.8925243,N,N,N,2026-03-20
11204,서울특별시,구로구,구로구 구로동 64 도,06-0000005496,일단(화살표없음),N,37.49563235,126.889368,N,N,N,2026-03-20
11205,서울특별시,구로구,구로구 구로동 64 도,06-0000019230,이단(화살표있음),N,37.49682514,126.892229,Y,Y,N,2026-03-20
11206,서울특별시,구로구,구로구 구로동 64 도,06-0000019232,이단(화살표있음),N,37.49705167,126.8920504,Y,Y,N,2026-03-20
11207,서울특별시,구로구,구로구 구로동 64 도,06-0000005497,이단(화살표있음),N,37.49610583,126.8905382,Y,Y,N,2026-03-20
11208,서울특별시,구로구,구로구 구로동 64 도,06-0000045312,일단(화살표없음),N,37.49596325,126.8905394,N,N,N,2026-03-20
11209,서울특별시,구로구,구로구 구로동 64 도,06-0000005498,일단(화살표없음),N,37.49605545,126.8907191,N,N,N,2026-03-20
11210,서울특별시,구로구,구로구 구로동 64 도,06-0000005495,이단(화살표있음),N,37.49532464,126.8890415,Y,Y,N,2026-03-20
11211,서울특별시,구로구,구로구 구로동 64 도,06-0000019231,이단(화살표있음),N,37.49685857,126.8919923,Y,Y,N,2026-03-20
11212,서울특별시,구로구,구로구 구로동 64 도,06-0000026742,일단(화살표없음),N,37.49631864,126.8906871,N,N,N,2026-03-20
11213,서울특별시,구로구,구로구 구로동 64-1 도,06-0000026073,일단(화살표없음),N,37.4954243,126.8912472,N,N,N,2026-03-20
11214,서울특별시,구로구,구로구 구로동 64-1 도,06-0000026072,일단(화살표없음),N,37.49550523,126.8911594,N,N,N,2026-03-20
11215,서울특별시,구로구,구로구 구로동 64-1 도,06-0000026071,일단(화살표없음),N,37.49542177,126.8911006,N,N,N,2026-03-20
11216,서울특별시,구로구,구로구 구로동 64-1 도,06-0000026070,일단(화살표없음),N,37.49550955,126.8912709,N,N,N,2026-03-20
11217,서울특별시,구로구,구로구 구로동 64-1 도,06-0000023052,이단(화살표있음),N,37.4959207,126.8921612,N,N,N,2026-03-20
11218,서울특별시,구로구,구로구 구로동 64-1 도,06-0000035059,일단(화살표없음),-,37.49485514,126.891707,N,N,N,2026-03-20
11219,서울특별시,구로구,구로구 구로동 642 대,06-0000040367,이단(화살표있음),-,37.50285554,126.8796856,Y,Y,N,2026-03-20
11220,서울특별시,구로구,구로구 구로동 642 대,06-0000034163,이단(화살표있음),-,37.50305326,126.8796851,Y,Y,N,2026-03-20
11221,서울특별시,구로구,구로구 구로동 642-106도,06-0000045383,일단(화살표없음),N,37.49823379,126.8766324,N,N,N,2026-03-20
11222,서울특별시,구로구,구로구 구로동 642-107 도,06-0000024592,이단(화살표있음),N,37.49539027,126.8734156,Y,Y,N,2026-03-20
11223,서울특별시,구로구,구로구 구로동 642-107 도,06-0000028332,이단(화살표있음),N,37.49534797,126.8720713,N,N,N,2026-03-20
11224,서울특별시,구로구,구로구 구로동 642-4도,06-0000045380,일단(화살표없음),N,37.49694321,126.8752005,N,N,N,2026-03-20
11225,서울특별시,구로구,구로구 구로동 642-67도,06-0000045382,일단(화살표없음),N,37.498518,126.877097,N,N,N,2026-03-20
11226,서울특별시,구로구,구로구 구로동 642-67도,06-0000045381,일단(화살표없음),Y,37.49863032,126.8771938,N,N,N,2026-03-20
11227,서울특별시,구로구,구로구 구로동 642-69도,06-0000038425,일단(화살표없음),N,37.497358,126.8740688,N,N,N,2026-03-20
11228,서울특별시,구로구,구로구 구로동 642-8도,06-0000005530,이단(화살표있음),N,37.49550321,126.8736882,Y,Y,N,2026-03-20
11229,서울특별시,구로구,구로구 구로동 642-8도,06-0000005533,이단(화살표있음),N,37.49527882,126.8734393,Y,Y,N,2026-03-20
11230,서울특별시,구로구,구로구 구로동 642-8도,06-0000051293,대각선횡단보도,N,37.49539811,126.8735795,Y,Y,N,2026-03-20
11231,서울특별시,구로구,구로구 구로동 642-8도,06-0000027579,이단(화살표있음),N,37.49475228,126.8729716,N,N,N,2026-03-20
11232,서울특별시,구로구,구로구 구로동 642-8도,06-0000005853,일단(화살표없음),N,37.49381149,126.872023,Y,N,N,2026-03-20
11233,서울특별시,구로구,구로구 구로동 644-1구,06-0000025929,이단(화살표있음),N,37.49675164,126.871695,Y,Y,N,2026-03-20
11234,서울특별시,구로구,구로구 구로동 646-80제,06-0000023695,이단(화살표있음),-,37.49736011,126.8929106,Y,Y,N,2026-03-20
11235,서울특별시,구로구,구로구 구로동 650-4 대,06-0000024594,이단(화살표있음),N,37.495756,126.8738538,N,N,N,2026-03-20
11236,서울특별시,구로구,구로구 구로동 650-4 대,06-0000024595,일단(화살표없음),N,37.49546183,126.8731771,N,N,N,2026-03-20
11237,서울특별시,구로구,구로구 구로동 650-4 대,06-0000025934,일단(화살표없음),N,37.49613041,126.871999,N,N,N,2026-03-20
11238,서울특별시,구로구,구로구 구로동 650-7 도,06-0000034689,일단(화살표없음),N,37.4960528,126.8717168,Y,Y,N,2026-03-20
11239,서울특별시,구로구,구로구 구로동 65도,06-0000021823,일단(화살표없음),N,37.49405086,126.8895611,N,N,N,2026-03-20
11240,서울특별시,구로구,구로구 구로동 65도,06-0000048263,일단(화살표없음),N,37.49311907,126.8903376,N,N,N,2026-03-20
11241,서울특별시,구로구,구로구 구로동 65도,06-0000005492,일단(화살표없음),N,37.49459467,126.8895228,N,N,N,2026-03-20
11242,서울특별시,구로구,구로구 구로동 65도,06-0000021824,일단(화살표없음),N,37.49472527,126.8890199,N,N,N,2026-03-20
11243,서울특별시,구로구,구로구 구로동 65도,06-0000005462,이단(화살표있음),N,37.4936317,126.8856955,Y,Y,N,2026-03-20
11244,서울특별시,구로구,구로구 구로동 65도,06-0000009799,대각선횡단보도,N,37.49521414,126.8888337,Y,Y,N,2026-03-20
11245,서울특별시,구로구,구로구 구로동 65도,06-0000005491,이단(화살표있음),N,37.49505603,126.8889538,Y,Y,N,2026-03-20
11246,서울특별시,구로구,구로구 구로동 65도,06-0000005494,이단(화살표있음),N,37.49536565,126.8887045,Y,Y,N,2026-03-20
11247,서울특별시,구로구,구로구 구로동 65도,06-0000005490,이단(화살표있음),N,37.4951033,126.8886233,Y,Y,N,2026-03-20
11248,서울특별시,구로구,구로구 구로동 65도,06-0000005488,일단(화살표없음),N,37.49491019,126.8879902,N,N,N,2026-03-20
11249,서울특별시,구로구,구로구 구로동 65도,06-0000005489,일단(화살표없음),N,37.49496377,126.8880989,N,N,N,2026-03-20
11250,서울특별시,구로구,구로구 구로동 65도,06-0000026892,일단(화살표없음),N,37.49425085,126.8872669,N,N,N,2026-03-20
11251,서울특별시,구로구,구로구 구로동 65도,06-0000005463,이단(화살표있음),N,37.49431157,126.8871174,Y,Y,N,2026-03-20
11252,서울특별시,구로구,구로구 구로동 65도,06-0000035058,일단(화살표없음),N,37.49407118,126.8869073,N,N,N,2026-03-20
11253,서울특별시,구로구,구로구 구로동 65도,06-0000035057,일단(화살표없음),N,37.49420359,126.8866404,N,N,N,2026-03-20
11254,서울특별시,구로구,구로구 구로동 65도,06-0000030276,일단(화살표없음),N,37.49356336,126.8858515,N,N,N,2026-03-20
11255,서울특별시,구로구,구로구 구로동 65도,06-0000005493,이단(화살표있음),N,37.49407172,126.889756,Y,N,N,2026-03-20
11256,서울특별시,구로구,구로구 구로동 65도,06-0000051948,일단(화살표없음),N,37.495639,126.8882614,N,N,N,2026-03-20
11257,서울특별시,구로구,구로구 구로동 66-11천,06-0000048746,일단(화살표없음),N,37.49719483,126.8681702,N,N,N,2026-03-20
11258,서울특별시,구로구,구로구 구로동 66-41 천,06-0000039135,일단(화살표없음),N,37.49925004,126.8689148,N,N,N,2026-03-20
11259,서울특별시,구로구,구로구 구로동 66-41 천,06-0000039136,일단(화살표없음),N,37.49963121,126.8690241,N,N,N,2026-03-20
11260,서울특별시,구로구,구로구 구로동 682-9도,06-0000051755,일단(화살표없음),N,37.49169416,126.8724209,N,N,N,2026-03-20
11261,서울특별시,구로구,구로구 구로동 685-147대,06-0000047037,일단(화살표있음),-,37.4930302,126.874723,N,N,N,2026-03-20
11262,서울특별시,구로구,구로구 구로동 685-147대,06-0000005536,이단(화살표있음),-,37.49311151,126.8748623,N,N,N,2026-03-20
11263,서울특별시,구로구,구로구 구로동 685-147대,06-0000047034,일단(화살표없음),-,37.49326895,126.8744641,N,N,N,2026-03-20
11264,서울특별시,구로구,구로구 구로동 685-156도,06-0000024593,일단(화살표없음),N,37.49551886,126.8738504,N,N,N,2026-03-20
11265,서울특별시,구로구,구로구 구로동 685-156도,06-0000032242,이단(화살표있음),-,37.49554035,126.875749,N,N,N,2026-03-20
11266,서울특별시,구로구,구로구 구로동 685-156도,06-0000032244,이단(화살표있음),N,37.49543131,126.8748646,N,N,N,2026-03-20
11267,서울특별시,구로구,구로구 구로동 685-156도,06-0000005531,이단(화살표있음),N,37.49540555,126.8737376,Y,Y,N,2026-03-20
11268,서울특별시,구로구,구로구 구로동 685-156도,06-0000047023,이단(화살표있음),N,37.49547883,126.8758782,N,N,N,2026-03-20
11269,서울특별시,구로구,구로구 구로동 685-156도,06-0000032240,이단(화살표있음),-,37.49556212,126.8761923,N,N,N,2026-03-20
11270,서울특별시,구로구,구로구 구로동 685-222대,06-0000005855,이단(화살표있음),N,37.49316604,126.8721938,N,N,N,2026-03-20
11271,서울특별시,구로구,구로구 구로동 685-222대,06-0000005537,이단(화살표있음),N,37.49323101,126.8734784,Y,Y,N,2026-03-20
11272,서울특별시,구로구,구로구 구로동 685-222대,06-0000047035,일단(화살표없음),N,37.49331664,126.874542,N,N,N,2026-03-20
11273,서울특별시,구로구,구로구 구로동 685-222대,06-0000026750,일단(화살표없음),N,37.49313764,126.8759131,N,N,N,2026-03-20
11274,서울특별시,구로구,구로구 구로동 685-222대,06-0000046261,일단(화살표없음),N,37.49307663,126.8760107,N,N,N,2026-03-20
11275,서울특별시,구로구,구로구 구로동 685-222대,06-0000047036,일단(화살표없음),N,37.49326571,126.8746874,N,N,N,2026-03-20
11276,서울특별시,구로구,구로구 구로동 685-224 도,06-0000018884,이단(화살표있음),N,37.49104483,126.8748243,Y,Y,N,2026-03-20
11277,서울특별시,구로구,구로구 구로동 685-224 도,06-0000051753,이단(화살표있음),N,37.49227465,126.8725311,N,N,N,2026-03-20
11278,서울특별시,구로구,구로구 구로동 685-224 도,06-0000047472,이단(화살표있음),N,37.48977073,126.8759427,Y,Y,N,2026-03-20
11279,서울특별시,구로구,구로구 구로동 685-225 도,06-0000047024,이단(화살표있음),Y,37.4920539,126.8760802,N,N,N,2026-03-20
11280,서울특별시,구로구,구로구 구로동 685-225 도,06-0000004867,이단(화살표있음),N,37.49124206,126.8749069,Y,Y,N,2026-03-20
11281,서울특별시,구로구,구로구 구로동 685-225 도,06-0000005862,일단(화살표없음),N,37.4914855,126.8760338,N,N,N,2026-03-20
11282,서울특별시,구로구,구로구 구로동 685-226 도,06-0000051754,이단(화살표없음),N,37.49213975,126.8724783,N,N,N,2026-03-20
11283,서울특별시,구로구,구로구 구로동 685-244대,06-0000005880,일단(화살표없음),-,37.48952776,126.8767261,N,N,N,2026-03-20
11284,서울특별시,구로구,구로구 구로동 685-381 도,06-0000048545,일단(화살표없음),N,37.49344475,126.8748592,N,N,N,2026-03-20
11285,서울특별시,구로구,구로구 구로동 685-381 도,06-0000048547,일단(화살표없음),N,37.49448165,126.8748069,N,N,N,2026-03-20
11286,서울특별시,구로구,구로구 구로동 685-423도,06-0000047473,일단(화살표없음),Y,37.48947182,126.8766282,N,N,N,2026-03-20
11287,서울특별시,구로구,구로구 구로동 685-499 도,06-0000005534,일단(화살표없음),N,37.49534265,126.8747565,N,N,N,2026-03-20
11288,서울특별시,구로구,구로구 구로동 685-521 도,06-0000055670,일단(화살표없음),N,37.49326663,126.8731509,N,N,N,2026-03-20
11289,서울특별시,구로구,구로구 구로동 69-7 제,06-0000005358,이단(화살표있음),N,37.49816048,126.8930746,Y,Y,N,2026-03-20
