시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 104,서울특별시 동작구 노량진동 41-9,06-0000049137,1,N,N,37.51303633,126.9375707,1,3.8,5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 110,서울특별시 동작구 노량진동 41-5,06-0000049138,1,N,N,37.51318533,126.9380387,1,3,4,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 110,서울특별시 동작구 노량진동 41-5,06-0000004874,1,N,N,37.51318533,126.9380387,1,3.5,4.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 320,서울특별시 동작구 상도동 415,06-0000045217,1,N,N,37.49980716,126.9499021,1,2.7,3.9,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 13,서울특별시 동작구 대방동 344-20,06-0000006118,1,N,Y,37.51106745,126.9264221,2,3.6,9.957,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 16,서울특별시 동작구 대방동 351-6,06-0000027308,1,N,N,37.51087166,126.9267468,1,2.708,5.513,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 16,서울특별시 동작구 대방동 351-6,06-0000019001,1,N,Y,37.51087166,126.9267292,2,5.098,9.112,Y,Y,N,20,72,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 여의대방로54길 18,서울특별시 동작구 대방동 345-1,06-0000006117,1,N,N,37.51160872,126.9272952,1,4.4,6.9,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 29,서울특별시 동작구 대방동 349-3,06-0000006521,1,N,N,37.51133752,126.9281182,1,3.302,6.928,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 37,서울특별시 동작구 대방동 508,06-0000019451,1,N,N,37.51265989,126.9295526,2,3.995,9.007,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 37,서울특별시 동작구 대방동 508,06-0000019450,1,N,N,37.51265989,126.9295526,2,5.918,10.547,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 53,서울특별시 동작구 대방동 507,06-0000034500,1,N,N,37.51203051,126.9313072,1,2.003,7.191,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 53,서울특별시 동작구 대방동 507,06-0000034501,1,N,N,37.51203051,126.931342,2,3.995,8.994,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로46길,서울특별시 동작구 여의대방로46길 18,서울특별시 동작구 대방동 353-18,06-0000045219,1,N,Y,37.51014119,126.9258205,1,3.4,6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로54길,서울특별시 동작구 여의대방로54길 6,서울특별시 동작구 대방동 512,06-0000006121,1,N,N,37.51155229,126.9253078,2,3.7,12.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로54길,서울특별시 동작구 여의대방로54길 12,서울특별시 동작구 대방동 344-10,06-0000006114,1,N,N,37.51188559,126.9264957,1,3,4.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로54길,서울특별시 동작구 여의대방로54길 14,서울특별시 동작구 대방동 344-1,06-0000006115,1,N,N,37.51198219,126.9267404,1,2.7,6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로54길,서울특별시 동작구 여의대방로54길 24,서울특별시 동작구 대방동 346-19,06-0000006116,1,N,N,37.512102,126.9277777,1,3.3,7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로62길,서울특별시 동작구 여의대방로62길 1,서울특별시 동작구 대방동 88-19,06-0000004760,4,N,N,37.5141253,126.927063,1,5,6.8,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 320,서울특별시 동작구 상도동 415,06-0000034505,1,N,N,37.49980716,126.9499021,2,1.6,4.7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 84,서울특별시 동작구 대방동 17-24,06-0000006026,1,N,N,37.5086719,126.932396,2,6.041,9.428,Y,N,N,37,82,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 여의대방로36길 107,서울특별시 동작구 대방동 17-29,06-0000006025,1,N,N,37.50885618,126.931966,2,5.535,11.512,Y,N,N,37,82,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 86-1,서울특별시 동작구 대방동 17-21,06-0000006027,1,N,N,37.50897597,126.9323686,2,6.165,10.961,Y,N,N,37,82,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 102,서울특별시 동작구 대방동 20-12,06-0000022000,1,N,N,37.51021028,126.9322419,2,6.061,10.393,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 104,서울특별시 동작구 대방동 23-48,06-0000025893,1,N,N,37.51033873,126.9322352,1,3.42,3.893,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 103,서울특별시 동작구 대방동 23-31,06-0000025892,1,N,N,37.51043938,126.9318872,1,3.005,6.12,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 109,서울특별시 동작구 대방동 23-121,06-0000006518,1,N,N,37.51100374,126.9318413,2,6.022,12.028,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 114,서울특별시 동작구 대방동 23-61,06-0000006519,1,N,N,37.51147615,126.9321692,2,5.947,12.898,Y,N,N,22,96,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 119,서울특별시 동작구 대방동 37-2,06-0000006520,1,N,N,37.51176046,126.9317706,2,4.47,9.93,Y,N,N,33,87,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 123,서울특별시 동작구 대방동 39-2,06-0000034499,1,N,N,37.5121047,126.9317236,1,1.586,20.295,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,등용로,서울특별시 동작구 등용로 127,서울특별시 동작구 대방동 502,06-0000010180,1,N,N,37.51255874,126.9309884,2,6.03,16.189,Y,N,Y,32,98,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 6,서울특별시 동작구 대방동 354-1,06-0000032125,1,N,N,37.50985709,126.9249542,2,2.963,13.257,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 6,서울특별시 동작구 대방동 354-1,06-0000032120,1,N,N,37.50985709,126.9249542,1,2.55,6.794,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 10,서울특별시 동작구 대방동 353-9,06-0000032124,1,N,N,37.51050219,126.9259296,2,3.514,7.732,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 여의대방로46길 28,서울특별시 동작구 대방동 344-35,06-0000006119,1,N,N,37.51100404,126.9261366,1,2.73,9.419,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,알마타길,서울특별시 동작구 알마타길 13,서울특별시 동작구 대방동 344-20,06-0000019002,1,N,Y,37.51106239,126.9264221,2,4,8.5,Y,Y,N,20,95,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로2길 2,서울특별시 동작구 상도동 17-61,06-0000029186,1,N,N,37.50626337,126.9477383,1,1.5,11.6,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,06-0000006146,1,N,N,37.50763053,126.9495436,3,7.3,13,Y,N,N,54,68,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,06-0000019510,1,N,N,37.50763053,126.9495436,2,3.1,12.6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 35,서울특별시 동작구 노량진동 214-142,06-0000006731,1,N,N,37.50751939,126.947767,3,6.5,14.5,Y,N,N,33,88,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 35,서울특별시 동작구 노량진동 214-142,06-0000006732,1,N,N,37.50751939,126.947767,2,6,13,Y,N,N,33,88,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,06-0000006733,1,N,N,37.50763053,126.9495436,2,4.4,10.5,Y,N,N,30,88,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,06-0000006734,1,N,N,37.50765981,126.9495436,2,4.2,10.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 47,서울특별시 동작구 노량진동 217-15,06-0000006547,1,N,N,37.50825976,126.9469979,2,4.4,8.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 56,서울특별시 동작구 노량진동 215-186,06-0000040193,1,N,N,37.50895173,126.9465299,2,2.4,9.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 79,서울특별시 동작구 노량진동 224-1,06-0000006549,1,N,Y,37.51055701,126.9446189,2,4.6,9.3,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 81,서울특별시 동작구 노량진동 120-6,06-9900000007,1,N,N,37.51080023,126.9444506,2,3.6,9,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 84,서울특별시 동작구 노량진동 330,06-9900000008,1,N,N,37.51136715,126.9452257,1,2.9,12,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로13길 4,서울특별시 동작구 노량진동 122-2,06-9900000009,1,N,N,37.51055552,126.944446,1,4,13.6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 91,서울특별시 동작구 노량진동 119-73,06-0000006548,1,N,N,37.51169882,126.9441362,2,4.3,13.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로,서울특별시 동작구 만양로 102,서울특별시 동작구 노량진동 117-7,06-0000034503,1,N,N,37.51265613,126.9444015,2,5.2,9.6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로4길,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,06-0000019089,1,N,N,37.50763053,126.9495436,2,4.9,14.2,Y,N,Y,25,55,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로4길,서울특별시 동작구 매봉로 99,서울특별시 동작구 본동 487,06-0000027292,1,N,N,37.5092063,126.9491302,1,4.04,5.96,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로4길,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,06-0000027291,1,N,Y,37.50763053,126.9495436,2,5.087,8.642,Y,N,Y,25,55,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로8길,서울특별시 동작구 만양로8길 50,서울특별시 동작구 노량진동 323,06-0000027294,1,N,Y,37.51030426,126.9468658,1,4.98,7.2,N,N,Y,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006692,1,N,N,37.50707255,126.9457185,2,4.9,10.4,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006691,1,N,N,37.50707255,126.9457185,1,3.2,3.8,N,N,N,,,N,N,N,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로3길 78,서울특별시 동작구 노량진동 327,06-0000006693,1,N,Y,37.50637037,126.9411693,2,3.3,8.4,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 장승배기로16길 33,서울특별시 동작구 노량진동 327-1,06-0000006694,1,N,N,37.50675482,126.9418753,2,3.3,11.9,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006695,1,N,N,37.50707255,126.9457185,2,5.8,8.1,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006698,1,N,Y,37.50700379,126.9457185,1,1.53,1.86,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 장승배기로16길 53-1,서울특별시 동작구 노량진동 229-56,06-0000006699,1,N,N,37.50727671,126.9424677,2,1.61,2.9,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006503,1,N,N,37.50707255,126.9457185,2,1.86,7.7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006502,1,N,Y,37.50707255,126.9457185,2,2.64,4.79,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006529,1,N,N,37.50707255,126.9457185,1,2.88,4.66,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로3길 48,서울특별시 동작구 노량진동 325-1,06-0000029620,1,N,N,37.50824932,126.9433353,1,1.89,3.56,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로3길 48,서울특별시 동작구 노량진동 325-1,06-0000006530,1,N,N,37.50820708,126.9433353,2,1.95,5.1,Y,N,N,20,40,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006531,1,N,N,37.50707255,126.9457185,1,1.61,2.64,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006532,1,N,N,37.50707255,126.9457185,1,1.511,5.449,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006534,1,N,Y,37.50707255,126.9457185,2,2.152,7.803,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006536,1,N,N,37.50707255,126.9457185,1,1.264,8.651,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로13길 44,서울특별시 동작구 노량진동 221-3,06-0000006538,1,N,N,37.50863873,126.9448531,2,2.626,5.5369,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로13길 44,서울특별시 동작구 노량진동 221-3,06-0000006539,1,N,N,37.50863873,126.9448531,1,2.397,5.486,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로3길 20,서울특별시 동작구 노량진동 325-4,06-0000006543,1,N,N,37.50821071,126.9461189,2,2.266,6.815,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로 19,서울특별시 동작구 노량진동 325,06-0000006544,1,N,N,37.50707255,126.9457185,1,2.178,16.126,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로3길 20,서울특별시 동작구 노량진동 325-4,06-0000006545,1,N,N,37.50821071,126.9461975,2,2.125,4.474,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,만양로3길,서울특별시 동작구 만양로3길 8,서울특별시 동작구 노량진동 325-6,06-0000006145,1,N,N,37.50783046,126.9472666,2,1.846,5.312,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로2길 4,서울특별시 동작구 흑석동 172-8,06-0000049088,1,N,N,37.5114487,126.9604498,2,1.5,3.4,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 52,서울특별시 동작구 흑석동 341,06-0000049089,1,N,N,37.51066538,126.9596851,3,1.9,3.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 52,서울특별시 동작구 흑석동 341,06-0000048041,1,N,N,37.51066538,126.9596851,3,2.2,3.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 52,서울특별시 동작구 흑석동 341,06-0000048040,1,N,N,37.51066538,126.9596851,3,1.9,3.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 흑석로 128,서울특별시 동작구 흑석동 114-24,06-0000006710,1,N,N,37.50934249,126.9627605,4,6.28,17.7,Y,N,N,30,81,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 75,서울특별시 동작구 흑석동 1-3,06-0000006360,4,N,Y,37.50974654,126.9638593,1,1.7,2.1,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 75,서울특별시 동작구 흑석동 1-3,06-0000047470,4,N,Y,37.50975909,126.9638593,1,1.9,2.1,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 90,서울특별시 동작구 흑석동 4,06-0000036079,1,N,N,37.50908532,126.9635701,1,1.9,2.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 87,서울특별시 동작구 흑석동 7-1,06-0000030648,1,N,N,37.50829272,126.9651322,1,1.9,2.7,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 101,서울특별시 동작구 흑석동 9-46,06-0000031869,1,N,N,37.50810003,126.965227,1,1.8,2.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 110,서울특별시 동작구 흑석동 43-106,06-0000006888,1,N,N,37.50715245,126.9657892,1,1.8,3.2,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 111,서울특별시 동작구 흑석동 10,06-0000027272,1,N,N,37.50762318,126.9660502,1,2.9,7.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 114-1,서울특별시 동작구 흑석동 43-94,06-0000027275,1,N,Y,37.50697433,126.9662117,1,1.9,3.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 115,서울특별시 동작구 흑석동 10,06-0000027273,1,N,N,37.5073913,126.9665618,2,3,8.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 138,서울특별시 동작구 흑석동 264-2,06-0000006528,1,N,N,37.50615984,126.9684573,1,5,7.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 153,서울특별시 동작구 흑석동 28,06-0000006526,1,N,N,37.50602891,126.9706295,2,7,10.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 156,서울특별시 동작구 흑석동 273,06-0000006524,1,N,N,37.50549821,126.9705906,1,3.1,4.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 164,서울특별시 동작구 흑석동 275,06-0000006523,1,N,N,37.50545355,126.9714432,1,4,7.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,서울특별시 동작구 현충로 151,서울특별시 동작구 흑석동 28,06-0000039006,1,N,N,37.50677865,126.9689342,1,2.5,6.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,현충로,,서울특별시 동작구 동작동 326-3,06-0000006137,1,N,N,37.50336621,126.9783605,2,3.8,8.6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 218,서울특별시 동작구 본동 379-6,06-0000031634,1,N,N,37.51247567,126.9499487,1,2.5,16.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 223,서울특별시 동작구 본동 360-9,06-0000031635,3,N,N,37.51296888,126.9507495,2,8.5,7.9,Y,N,Y,40,100,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 224-1,서울특별시 동작구 본동 402-2,06-0000031636,3,N,N,37.51255251,126.9507468,4,7.4,19.1,Y,N,Y,40,100,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 235,서울특별시 동작구 본동 221-4,06-0000035464,4,N,N,37.51290059,126.9519573,1,3.5,7.5,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 235,서울특별시 동작구 본동 221-4,06-0000035465,4,N,N,37.51290294,126.9519573,1,3.9,7.2,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 234,서울특별시 동작구 본동 165-8,06-0000006535,1,N,N,37.51247722,126.9519307,2,4,8.1,Y,N,N,25,30,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 248,서울특별시 동작구 본동 150-1,06-0000019090,1,N,N,37.51240231,126.9536371,1,3.3,8.7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,노량진로,서울특별시 동작구 노량진로 252,서울특별시 동작구 본동 48,06-0000025886,1,N,N,37.51225406,126.9547099,1,3.3,5.04,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,매봉로,서울특별시 동작구 매봉로 29,서울특별시 동작구 상도1동 528-1,06-0000031116,1,N,N,37.50646218,126.9507738,1,3.7,6.7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,매봉로,서울특별시 동작구 매봉로 99,서울특별시 동작구 본동 487,06-0000027293,1,N,Y,37.5092063,126.9491302,1,4.6,6.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
