"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","약국영업면적","지정일자"
"3160000","PHMD120123160034084000002","2012-01-02","          ","01","영업/정상","13","영업중","          ","          ","          ","","","","152-872   ","서울특별시 구로구 구로동","서울특별시 구로구 구로동로 112-2 (구로동)","08315","우산약국","2012-01-03 11:51:30","I","2026-03-26 22:33:36","","189741.099611926    ","442947.728203065    ","38","2012-01-02"
"3160000","PHMD120123160034084000003","2012-02-06","          ","01","영업/정상","13","영업중","          ","          ","          ","","","","152-880   ","서울특별시 구로구 구로동","서울특별시 구로구 디지털로32길 79, 1층 (구로동)","08391","황금당약국","2012-02-07 09:41:38","I","2026-03-26 22:33:36","","191061.147248344    ","442377.125416975    ","38","2012-02-06"
"3160000","PHMD120123160034084000004","2012-02-13","          ","01","영업/정상","13","영업중","          ","          ","          ","","26793553","","152-774   ","서울특별시 구로구 신도림동 642번지 대림2차 주상가동 209호","서울특별시 구로구 신도림로 16, 주상가동 209호 (신도림동, 대림2차)","08211","대림약국","2012-02-14 16:04:08","I","2026-03-26 22:33:36","","189372.1910653      ","444854.451693268    ","42","2012-02-13"
"3160000","PHMD120123160034084000010","2012-04-10","          ","01","영업/정상","13","영업중","          ","          ","          ","","","","152-846   ","서울특별시 구로구 구로동","서울특별시 구로구 구로중앙로 16, 1층 (구로동)","08304","두산약국","2012-04-10 18:03:50","I","2026-03-26 22:33:36","","190385.915343076    ","443298.621758604    ","50","2012-04-10"
"3160000","PHMD120123160034084000015","2012-09-17","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2625-1585","","152-755   ","서울특별시 구로구 개봉동 481번지 현대아파트제상가 2동 211호","서울특별시 구로구 개봉로20길 6 (개봉동)","08329","새하늘약국","2012-09-17 14:27:31","I","2026-03-26 22:33:36","","187416.31554783     ","443329.143116487    ","18","2012-09-17"
"3160000","PHMD120123160034084000017","2012-10-29","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2626-0861","","152-080   ","서울특별시 구로구 고척동","서울특별시 구로구 중앙로14길 27, 104호 (고척동)","08218","부강약국","2019-11-08 16:50:43","I","2026-03-26 22:33:36","","187805.898661497    ","445021.485121234    ","26","2012-10-29"
"3160000","PHMD120163160034084000002","2016-04-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-853-2614","","          ","","서울특별시 구로구 디지털로27길 116 (구로동)","08374","우리네온누리약국","2019-10-04 09:49:57","I","2026-03-26 22:33:39","","190032.666534658    ","442529.467556399    ","75","2016-04-01"
"3160000","PHMD120163160034084000003","2016-06-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2613-6044","","          ","서울특별시 구로구 개봉동 403번지 160호 로얄타워","서울특별시 구로구 개봉로 30 (개봉동, 로얄타워)","08333","구로프라자온누리약국","2020-01-15 16:44:07","I","2026-03-26 22:33:39","","187239.450418486    ","442915.074533734    ","99","2016-06-01"
"3160000","PHMD120163160034084000009","2016-09-21","          ","01","영업/정상","13","영업중","          ","          ","          ","","070-8834-1809","","          ","서울특별시 구로구 구로동 830번지 1호","서울특별시 구로구 디지털로26길 98, 101호 (구로동, 디지털탑프라자)","08393","백세비타민약국","2022-04-27 16:21:17","I","2026-03-26 22:33:39","","190850.393432023    ","442160.748706313    ","18","2016-09-21"
"3160000","PHMD120163160034084000010","2016-10-25","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-852-2283","","          ","서울특별시 구로구 구로동 1126번지 1호","서울특별시 구로구 시흥대로 551, 3층 (구로동, 광희빌딩)","08392","은약국","2019-11-08 17:05:02","I","2026-03-26 22:33:39","","191126.922861445    ","442287.430313169    ","18","2016-10-25"
"3160000","PHMD120173160034084000002","2017-02-03","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-865-0511","","          ","","서울특별시 구로구 도림로 67 (구로동)","08313","한마음약국","2017-02-03 13:25:57","I","2026-03-26 22:33:39","","190290.581159612    ","443040.247419441    ","42","2017-02-03"
"3160000","PHMD120173160034084000003","2017-04-17","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-866-9155","","          ","","서울특별시 구로구 구일로 110, 305호 (구로동, 해원리버파크)","08324","구일중앙약국","2023-07-31 11:08:54","I","2026-03-26 22:33:39","","188611.564007526    ","443658.176253167    ","32","2017-04-17"
"3160000","PHMD120173160034084000005","2017-05-08","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-3666-0686","","          ","","서울특별시 구로구 경인로 176, 1층 105,106호호 (오류동, 시티월드)","08271","시티프라자약국","2017-05-08 16:12:25","I","2026-03-26 22:33:39","","185875.875759586    ","443592.138806549    ","60","2017-05-08"
"3160000","PHMD120173160034084000006","2017-05-29","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2681-6000","","          ","","서울특별시 구로구 중앙로 60 (고척동, 강산메디칼프라자)","08223","신도약국","2024-04-24 13:32:52","I","2026-03-26 22:33:39","","187779.518547282    ","444555.715414848    ","95","2017-05-29"
"3110000","PHMD119683110032084000003","1968-10-29","          ","03","폐업","03","폐업","2001-12-04","          ","          ","","02-372-8273","","          ","서울특별시 은평구 응암4동 282번지 21호","","     ","새우리약국","2008-12-15 13:29:57","I","2025-12-15 16:15:28","","                    ","                    ","0","1968-10-29"
"3110000","PHMD119963110032084000004","1996-01-19","          ","03","폐업","03","폐업","2000-09-06","          ","          ","","","","          ","서울특별시 은평구 불광동 146번지 2호","","     ","인우네약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-01-19"
"3110000","PHMD119963110032084000005","1996-02-17","          ","03","폐업","03","폐업","1996-10-10","          ","          ","","","","          ","서울특별시 은평구 갈현동 518번지 36호","","     ","단비약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-02-17"
"3110000","PHMD119963110032084000006","1996-02-22","          ","03","폐업","03","폐업","1999-09-29","          ","          ","","","","          ","서울특별시 은평구 응암1동 111번지 3호","","     ","성혜약국","2008-12-17 13:44:51","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-02-22"
"3160000","PHMD120173160034084000011","2017-08-29","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-858-1213","","          ","","서울특별시 구로구 가마산로 211, 101호 (구로동)","08285","다드림약국","2017-08-29 15:04:22","I","2026-03-26 22:33:40","","189717.569429531    ","443492.714179132    ","39","2017-08-29"
"3160000","PHMD120173160034084000013","2017-10-30","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-851-7520","","          ","서울특별시 구로구 구로동 100번지 8호 신안타워","서울특별시 구로구 구로중앙로 68, 101호 (구로동, 신안타워)","08301","정수메디칼약국","2017-10-30 11:26:57","I","2026-03-26 22:33:40","","190099.217394597    ","443743.18319767     ","102","2017-10-30"
"3160000","PHMD120173160034084000015","2017-11-13","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-865-3784","","          ","서울특별시 구로구 구로동 142번지 76호 평안빌딩","서울특별시 구로구 구로중앙로 8, 1층 (구로동)","08305","드림약국","2023-09-01 13:28:12","I","2026-03-26 22:33:40","","190439.063973815    ","443227.853124797    ","31","2017-11-13"
"3110000","PHMD119963110032084000007","1996-03-08","          ","03","폐업","03","폐업","2004-12-31","          ","          ","","","","          ","서울특별시 은평구 갈현2동 527번지 3호","","     ","서오능약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-03-08"
"3110000","PHMD119963110032084000008","1996-03-13","          ","03","폐업","03","폐업","2003-04-14","          ","          ","","","","          ","서울특별시 은평구 녹번동 79번지 32호","","     ","열린약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-03-13"
"3110000","PHMD119963110032084000009","1996-04-16","          ","03","폐업","03","폐업","1997-12-12","          ","          ","","","","          ","서울특별시 은평구 수색동 318번지 1호","","     ","구름다리약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-04-16"
"3160000","PHMD120173160034084000016","2017-11-27","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2615-1862","","          ","서울특별시 구로구 오류동 44번지 10호 시티월드","서울특별시 구로구 경인로 176, 308호 (오류동, 시티월드)","08271","개성약국","2024-04-24 13:28:43","I","2026-03-26 22:33:40","","185875.875759586    ","443592.138806549    ","38","2017-11-27"
"3160000","PHMD120183160034084000002","2018-01-11","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2111-1222","","          ","서울특별시 구로구 구로동 3번지 25호 신도림테크노마트","서울특별시 구로구 새말로 97, 신도림테크노마트 지하1층 BS026호 (구로동)","08288","모스팜약국","2018-01-11 14:29:22","I","2026-03-26 22:33:40","","190232.524534335    ","444978.682746138    ","26","2018-01-11"
"3160000","PHMD120133160034084000012","2013-06-19","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-869-6183","","          ","서울특별시 구로구 구로동 142번지 65호","서울특별시 구로구 도림로 75, 1층 (구로동, 한진빌딩)","08312","메디팜동진약국","2019-11-08 16:45:59","I","2026-03-26 22:33:37","","190405.984437178    ","443271.75671922     ","25","2013-06-19"
"3200000","PHMD120043200033084000004","2004-01-14","          ","03","폐업","03","폐업","          ","          ","          ","","02-867-3691","","151-014   ","서울특별시 관악구 신사동 504-11","","     ","새봄약국","2008-12-15 09:18:32","I","2026-03-26 22:35:16","","                    ","                    ","21","2004-01-14"
"3080000","PHMD120103080033084000006","2010-02-08","          ","03","폐업","03","폐업","2012-12-17","          ","          ","","02-945-7765","","142-804   ","서울특별시 강북구 송중동 35번지 4호 1층","서울특별시 강북구 도봉로 34 (미아동)","     ","봄온누리약국","2012-12-17 16:14:15","I","2026-03-26 22:34:03","","202642.446045912    ","456636.308192293    ","51","2010-02-08"
"3080000","PHMD120103080033084000009","2010-04-01","          ","03","폐업","03","폐업","2012-10-02","          ","          ","","02-982-0525","","142-071   ","서울특별시 강북구 수유1동 472번지 209호","서울특별시 강북구 수유로 9 (수유동)","     ","온누리대성약국","2012-10-02 10:38:48","I","2026-03-26 22:34:03","","201526.27044303     ","458842.941592927    ","41","2010-04-01"
"3080000","PHMD120103080033084000011","2010-08-02","          ","03","폐업","03","폐업","2011-06-16","          ","          ","","02-995-5858","","142-892   ","서울특별시 강북구 우이동 72번지 63호","서울특별시 강북구 삼양로 518 (우이동)","     ","우리약국","2011-06-16 11:51:25","I","2026-03-26 22:34:03","","201168.79280374     ","460767.516975378    ","16","2010-08-02"
"3080000","PHMD120103080033084000012","2010-08-04","          ","03","폐업","03","폐업","2011-02-01","          ","          ","","02-980-1854","","142-730   ","서울특별시 강북구 삼각산동 삼성래미안아파트상가 107동 2호","","     ","비타민약국","2011-02-01 09:57:42","I","2026-03-26 22:34:03","","                    ","                    ","20","2010-08-04"
"3080000","PHMD120103080033084000013","2010-08-09","          ","03","폐업","03","폐업","2011-02-14","          ","          ","","","","142-818   ","서울특별시 강북구 삼각산동 1267번지 56호 대선빌딩 104호","서울특별시 강북구 삼양로19길 59 (미아동,대선빌딩 104호)","     ","엔젤팜약국","2011-02-14 12:49:25","I","2026-03-26 22:34:03","","201639.68979584     ","457044.998947281    ","24","2010-08-09"
"3160000","PHMD120133160034084000021","2013-11-21","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-866-1030","","          ","서울특별시 구로구 구로동 413-44 코지하우스","서울특별시 구로구 구로동로 151, 코지하우스 1층 (구로동)","08309","정문약국","2026-02-03 13:22:22","I","2026-03-26 22:33:37","","189622.335040633    ","443334.076047298    ","119","2013-11-21"
"3160000","PHMD120143160034084000002","2014-02-11","          ","01","영업/정상","13","영업중","          ","          ","          ","","","","          ","서울특별시 구로구 구로동 141번지 5호","서울특별시 구로구 도림로 73 (구로동, 인성빌딩)","08312","더블유스토어푸른약국","2024-04-24 13:31:04","I","2026-03-26 22:33:38","","190342.202865002    ","443095.731205655    ","63","2014-02-11"
"3160000","PHMD120183160034084000006","2018-03-02","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-858-7170","","          ","서울특별시 구로구 구로동 25","서울특별시 구로구 새말로 94, 1층 (구로동)","08289","신도림제일약국","2020-07-23 17:39:18","I","2026-03-26 22:33:40","","190244.829015482    ","444811.238193821    ","42","2018-03-02"
"3160000","PHMD120183160034084000008","2018-03-19","          ","01","영업/정상","13","영업중","          ","          ","          ","","","","          ","","서울특별시 구로구 구로동로 8 (가리봉동)","08386","한중약국","2018-03-19 14:33:18","I","2026-03-26 22:33:40","","189965.118529827    ","442256.168149422    ","33","2018-03-19"
"3160000","PHMD120183160034084000009","2018-04-02","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-851-2811","","          ","","서울특별시 구로구 가마산로 222 (구로동)","08308","후문약국","2018-04-02 11:37:58","I","2026-03-26 22:33:40","","189830.23740715     ","443482.64792526     ","63","2018-04-02"
"3160000","PHMD120183160034084000011","2018-04-09","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2684-2324","","          ","","서울특별시 구로구 경서로 6 (고척동)","08226","태평양약국","2024-07-15 09:48:38","I","2026-03-26 22:33:40","","187278.27157367     ","444008.225998653    ","25","2018-04-09"
"3160000","PHMD120183160034084000012","2018-05-04","          ","01","영업/정상","13","영업중","          ","          ","          ","","26855675","","          ","","서울특별시 구로구 경인로 320 (개봉동)","08274","즐거운약국","2018-05-04 11:25:08","I","2026-03-26 22:33:40","","187171.548606843    ","443885.886793263    ","59","2018-05-04"
"3160000","PHMD120183160034084000013","2018-05-10","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2689-5550","","          ","","서울특별시 구로구 경인로 433 (고척동)","08223","구로솔약국","2019-11-08 17:26:08","I","2026-03-26 22:33:40","","188170.701497091    ","444173.432675934    ","19","2018-05-10"
"3160000","PHMD120183160034084000014","2018-07-02","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2615-0766","","          ","서울특별시 구로구 오류동 135번지 73호","서울특별시 구로구 서해안로 2338 (오류동)","08341","구로미소약국","2018-07-02 10:57:29","I","2026-03-26 22:33:40","","186145.927395157    ","443486.584757805    ","37","2018-07-02"
"3160000","PHMD120183160034084000015","2018-07-02","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2675-1081","","          ","서울특별시 구로구 신도림동 400번지 1호","서울특별시 구로구 신도림로 7, 금강리빙스텔 123호 (신도림동)","08206","한사랑약국","2018-07-02 11:02:06","I","2026-03-26 22:33:40","","189067.276002245    ","444891.605594405    ","35","2018-07-02"
"3160000","PHMD120183160034084000017","2018-11-30","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2625-2601","","          ","","서울특별시 구로구 고척로 144, 두발로빌딩 1층 (고척동)","08235","수태평양약국","2019-11-08 16:45:01","I","2026-03-26 22:33:40","","186666.582498006    ","444503.991525664    ","130","2018-11-30"
"3160000","PHMD120183160034084000019","2018-12-27","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2682-2643","","          ","서울특별시 구로구 개봉동 403번지 95호","서울특별시 구로구 개봉로 9 (개봉동)","08352","성인약국","2018-12-27 11:06:25","I","2026-03-26 22:33:41","","187208.353423988    ","442714.449838492    ","94","2018-12-27"
"3160000","PHMD120193160034084000007","2019-03-11","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-862-0268","","          ","서울특별시 구로구 구로동 98번지 4호 대림역와이즈플레이스","서울특별시 구로구 가마산로 268, 대림역와이즈플레이스 108호 (구로동)","08302","새서울약국","2019-03-11 13:07:05","I","2026-03-26 22:33:41","","190233.222239105    ","443714.426884174    ","32","2019-03-11"
"3160000","PHMD120193160034084000009","2019-05-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","63443990","","          ","","서울특별시 구로구 디지털로 300, 지밸리비즈플라자 지하1층 16호 (구로동)","08379","팜프라자약국","2019-05-01 10:15:57","I","2026-03-26 22:33:41","","190779.824680954    ","442527.527966789    ","34","2019-05-01"
"3160000","PHMD120193160034084000011","2019-05-24","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2615-7570","","          ","","서울특별시 구로구 오류로8길 16, 세명프라자 201호 (오류동)","08343","세명약국","2026-01-16 13:29:26","I","2026-03-26 22:33:41","","185924.416468235    ","443212.428774109    ","30","2019-05-24"
"3160000","PHMD120193160034084000012","2019-06-10","          ","01","영업/정상","13","영업중","          ","          ","          ","","","","          ","서울특별시 구로구 구로동 612번지 13호 영삼빌딩","서울특별시 구로구 구로중앙로 212, 영삼빌딩 1층 101호 (구로동)","08212","바른약국","2020-01-20 10:39:35","I","2026-03-26 22:33:41","","189122.059611469    ","444767.479686396    ","28","2019-06-10"
"3160000","PHMD120143160034084000005","2014-04-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-867-2067","","          ","서울특별시 구로구 구로동 685번지 70호 현대연예인@상가 204호","서울특별시 구로구 구일로4길 46, 204호 (구로동, 현대연예인아파트)","08325","초록약국","2019-10-04 09:48:49","I","2026-03-26 22:33:38","","189062.851345815    ","443427.686571608    ","40","2014-04-01"
"3160000","PHMD120143160034084000008","2014-05-30","          ","01","영업/정상","13","영업중","          ","          ","          ","","26317351","","152-773   ","서울특별시 구로구 신도림동","서울특별시 구로구 경인로 643, 1층 (신도림동, 동아2차아파트상가)","08208","세계로온누리약국","2014-05-30 17:19:50","I","2026-03-26 22:33:38","","189841.35019681     ","445153.61016346     ","52","2014-05-30"
"3160000","PHMD120143160034084000011","2014-07-21","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-6678-8422","","152-050   ","서울특별시 구로구 구로동 501번지","서울특별시 구로구 구로중앙로 134, 4층 (구로동)","08293","참좋은약국","2019-11-08 16:49:15","I","2026-03-26 22:33:38","","189682.799434964    ","444193.860003095    ","32","2014-07-21"
"3160000","PHMD120143160034084000012","2014-08-18","          ","01","영업/정상","13","영업중","          ","          ","          ","","20607191","","152-802   ","서울특별시 구로구 개봉동 33번지 30호","서울특별시 구로구 고척로21나길 17 (개봉동)","08251","믿음약국","2014-08-18 15:07:52","I","2026-03-26 22:33:38","","186204.442514928    ","444506.135614753    ","10","2014-08-18"
"3160000","PHMD120143160034084000019","2014-10-27","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2025-7111","","          ","서울특별시 구로구 구로동 191-7 에이스테크노타워8차","서울특별시 구로구 디지털로33길 11, 에이스테크노타워8차 106호 (구로동)","08380","그린약국","2024-07-01 14:07:14","I","2026-03-26 22:33:38","","190688.747501289    ","442618.785745098    ","48","2014-10-27"
"3160000","PHMD120143160034084000020","2014-11-11","          ","01","영업/정상","13","영업중","          ","          ","          ","","070-4222-1177","","152-903   ","서울특별시 구로구 오류동 306번지 4호","서울특별시 구로구 오리로 1149, B108호 (오류동, 랑데르)","08363","참온누리약국","2019-11-08 17:20:49","I","2026-03-26 22:33:38","","185622.344935111    ","442722.15963584     ","31","2014-11-11"
"3160000","PHMD120193160034084000001","2019-01-02","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2633-2636","","          ","","서울특별시 구로구 경인로 565, 삼영빌딩 5층 (구로동)","08212","사랑약국","2019-10-04 09:57:54","I","2026-03-26 22:33:41","","189300.368902232    ","444602.713462577    ","15","2019-01-02"
"3160000","PHMD120193160034084000003","2019-01-14","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2687-0456","","          ","","서울특별시 구로구 중앙로 100, 연세사랑모아여성병원 104,105호 (고척동)","08218","상아약국","2019-01-14 10:42:37","I","2026-03-26 22:33:41","","187606.693801873    ","444911.925277155    ","71","2019-01-14"
"3160000","PHMD120193160034084000005","2019-02-11","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-856-7768","","          ","서울특별시 구로구 구로동 313번지 111호","서울특별시 구로구 구로동로26길 116 (구로동)","08313","보건당약국","2025-03-21 11:20:41","I","2026-03-26 22:33:44","","190234.190351272    ","443080.602794304    ","55","2019-02-11"
"3160000","PHMD120193160034084000006","2019-02-18","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2684-9758","","          ","","서울특별시 구로구 개봉로 57 (개봉동)","08347","굿모닝약국","2019-10-04 09:58:40","I","2026-03-26 22:33:41","","187171.90743764     ","443179.250326781    ","34","2019-02-18"
"3160000","PHMD120193160034084000019","2019-10-16","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2066-7525","","          ","","서울특별시 구로구 천왕로 32, 천왕에이스프라자 103호 (천왕동)","08365","코끼리약국","2021-12-20 15:13:19","I","2026-03-26 22:33:41","","185751.4305         ","442064.5905         ","43","2019-10-16"
"3160000","PHMD120193160034084000020","2019-11-04","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-872-9750","","          ","서울특별시 구로구 구로동 111번지 16호","서울특별시 구로구 구로중앙로28길 65 (구로동)","08294","새녹십자약국","2019-11-04 11:49:51","I","2026-03-26 22:33:41","","190107.808626149    ","444257.659441587    ","20","2019-11-04"
"3160000","PHMD120153160034084000002","2015-01-15","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2612-7156","","152-893   ","서울특별시 구로구 오류동 39번지 5호","서울특별시 구로구 경인로 201 (오류동)","08268","오류온누리약국","2019-10-04 10:09:44","I","2026-03-26 22:33:38","","186066.180340214    ","443773.391537155    ","142","2015-01-15"
"3160000","PHMD120153160034084000008","2015-04-30","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-839-2483","","          ","서울특별시 구로구 구로동 736번지 3호","서울특별시 구로구 구로동로20길 6 (구로동)","08315","샘물약국","2019-10-04 10:07:37","I","2026-03-26 22:33:39","","189743.176187601    ","442962.130352395    ","23","2015-04-30"
"3160000","PHMD120153160034084000009","2015-05-04","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-855-5826","","          ","서울특별시 구로구 구로동 256번지 1호 삼성래미안상가 1층 113,1호","서울특별시 구로구 디지털로31길 86 (구로동, 삼성래미안아파트)","08371","래미안나나약국","2019-10-04 10:05:40","I","2026-03-26 22:33:39","","190369.746285354    ","442842.969131683    ","42","2015-05-04"
"3160000","PHMD119953160034084001240","1995-12-12","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2687-7712","","          ","서울특별시 구로구 개봉동 356번지 9호","서울특별시 구로구 개봉로3길 76 (개봉동)","08351","차기정약국","2015-08-19 13:50:55","I","2026-03-26 22:33:27","","186849.747741845    ","442684.787233424    ","54","1995-12-12"
"3160000","PHMD119983160034084001302","1998-05-28","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-862-0157","","          ","서울특별시 구로구 구로동 685번지 154호 다원그린빌 101-1호","서울특별시 구로구 구일로10길 49 (구로동, 다원그린빌)","08323","온누리한라약국","2015-08-19 14:52:59","I","2026-03-26 22:33:27","","188827.42661003     ","443736.545612462    ","47","1998-05-28"
"3160000","PHMD119983160034084001313","1998-12-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-851-0601","","          ","서울특별시 구로구 구로동 127번지 45호","서울특별시 구로구 구로중앙로12길 38 (구로동)","08304","늘푸른약국","2015-08-19 14:54:14","I","2026-03-26 22:33:27","","190488.879467103    ","443379.27486693     ","28","1998-12-01"
"3160000","PHMD119983160034084001315","1998-12-22","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2617-1849","","          ","서울특별시 구로구 구로동 1258번지 중앙유통상가 A 02-01호","서울특별시 구로구 경인로53길 15 (구로동, 중앙유통단지)","08217","아름솔약국","2015-08-20 11:10:05","I","2026-03-26 22:33:27","","188840.515865617    ","444306.771104527    ","29","1998-12-22"
"3160000","PHMD119993160034084001329","1999-06-12","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2617-2190","","          ","서울특별시 구로구 개봉동 415번지 개봉역사내3층","서울특별시 구로구 경인로40길 47 (개봉동, 개봉역)","08276","맑은약국","2015-08-19 14:59:46","I","2026-03-26 22:33:27","","187525.339802832    ","443643.833213749    ","19","1999-06-12"
"3160000","PHMD120013160034084001371","2001-01-05","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2687-2983","","          ","서울특별시 구로구 개봉동 203번지 6호","서울특별시 구로구 남부순환로97길 11 (개봉동)","08328","정광약국","2024-03-22 16:50:49","I","2026-03-26 22:33:28","","187407.369641068    ","443567.069471058    ","21","2001-01-05"
"3110000","PHMD119963110032084000010","1996-05-01","          ","03","폐업","03","폐업","2001-04-03","          ","          ","","","","          ","서울특별시 은평구 불광동 310번지 192호","","     ","세명약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-05-01"
"3110000","PHMD119963110032084000011","1996-06-11","          ","03","폐업","03","폐업","2000-05-30","          ","          ","","","","          ","서울특별시 은평구 역촌동 10번지 47호","","     ","대성약국","2008-12-15 13:30:26","I","2025-12-15 16:15:28","","                    ","                    ","0","1996-06-11"
"3160000","PHMD120013160034084001376","2001-04-19","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-852-4852","","          ","서울특별시 구로구 구로동 771번지 38호","서울특별시 구로구 도림로 31, 2층 (구로동)","08314","동의당한약국","2015-08-17 14:14:50","I","2026-03-26 22:33:28","","190021.813399275    ","442783.305078169    ","55","2001-04-19"
"3160000","PHMD120013160034084001377","2001-05-09","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2688-0151","","          ","서울특별시 구로구 오류동 148번지 24호","서울특별시 구로구 오류로8길 60 (오류동, 우성빌딩)","08344","부부약국","2015-08-19 15:10:51","I","2026-03-26 22:33:28","","186100.959848995    ","443341.589156877    ","41","2001-05-09"
"3160000","PHMD120013160034084001388","2001-08-22","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-856-9843","","          ","서울특별시 구로구 구로동 313번지 1호","서울특별시 구로구 구로동로26길 133 (구로동)","08312","한독프라자약국","2024-04-24 13:30:21","I","2026-03-26 22:33:28","","190314.515939333    ","443068.604305724    ","67","2001-08-22"
"3160000","PHMD120023160034084001405","2002-01-30","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2625-6040","","          ","서울특별시 구로구 고척동 253번지 194호 ,195","서울특별시 구로구 고척로 142-1 (고척동)","08235","열린약국","2015-08-19 16:12:17","I","2026-03-26 22:33:28","","186651.081401411    ","444506.856861662    ","97","2002-01-30"
"3160000","PHMD120023160034084001406","2002-02-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2615-6999","","          ","서울특별시 구로구 개봉동 173번지 1호","서울특별시 구로구 경인로40길 34 (개봉동)","08277","좋은약국","2015-08-19 16:13:46","I","2026-03-26 22:33:28","","187443.813226718    ","443699.094681716    ","28","2002-02-01"
"3160000","PHMD120023160034084001419","2002-09-19","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2636-9150","","          ","서울특별시 구로구 신도림동 309번지 6호 성광메디칼빌딩 110호","서울특별시 구로구 신도림로19길 7 (신도림동, 성광빌딩)","08202","은성약국","2015-08-19 16:16:03","I","2026-03-26 22:33:29","","189713.290387994    ","445458.335742134    ","59","2002-09-19"
"3160000","PHMD120033160034084001437","2003-03-10","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2612-5579","","          ","서울특별시 구로구 개봉동 403-227","서울특별시 구로구 개봉로 68, 1층 (개봉동)","08332","은하약국","2022-10-04 13:23:23","I","2026-03-26 22:33:29","","187219.231174465    ","443293.736866461    ","60","2003-03-10"
"3160000","PHMD120033160034084001438","2003-03-14","          ","01","영업/정상","13","영업중","          ","          ","          ","","02-2689-6576","","          ","서울특별시 구로구 오류동 155번지 8호","서울특별시 구로구 오류로8길 26 (오류동)","08344","백두약국","2015-08-19 16:20:04","I","2026-03-26 22:33:29","","185979.192713286    ","443245.179975888    ","64","2003-03-14"
